scenario,region,crop,metis_basin,year,prod,land,productivity
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ob,X2050,0.0679277,0.2290622,0.296546964
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2010,0.000628,0.001564,0.401534527
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2015,0.000709,0.001615,0.439009288
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2020,0.00083,0.001741,0.476737507
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2025,0.000969,0.001884,0.51433121
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2030,0.001094,0.00198,0.552525253
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2035,0.001239,0.00212,0.584433962
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2040,0.001427,0.002312,0.617214533
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2045,0.001553,0.002388,0.650335008
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Plateau_of_Tibet_Interior,X2050,0.001628,0.002382,0.683459278
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2010,0.0969998,0.4940022,0.196354996
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2015,0.126559,0.5508455,0.229754078
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2020,0.1401638,0.5594031,0.25055957
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2025,0.1460834,0.5493737,0.26590898
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2030,0.1383229,0.5036675,0.274631379
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2035,0.1277124,0.4570679,0.279416691
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2040,0.1238473,0.4355317,0.284358865
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2045,0.1144556,0.3956797,0.28926326
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Russia_South_East_Coast,X2050,0.1027708,0.3493296,0.294194365
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2010,0.05399781,0.4371222,0.123530239
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2015,0.0547005,0.419733,0.130322133
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2020,0.05745327,0.4197237,0.13688355
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2025,0.05766581,0.4097375,0.140738424
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2030,0.0613756,0.4115731,0.14912442
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2035,0.06872588,0.431869,0.159135942
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2040,0.0757025,0.4550422,0.166363691
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2045,0.07697295,0.4473383,0.172068768
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Salween,X2050,0.07239095,0.4136235,0.175016531
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2010,0.5315174,0.942112,0.564176446
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2015,0.5106795,0.881183,0.579538529
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2020,0.4941812,0.8309348,0.594729213
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2025,0.4924693,0.8018996,0.614128377
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2030,0.4991406,0.7785602,0.641107264
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2035,0.5175952,0.7673349,0.674536242
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2040,0.5317953,0.7627156,0.697239312
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2045,0.5180047,0.7228458,0.716618537
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,South_China_Sea_Coast,X2050,0.5048207,0.6782504,0.744298418
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2010,1.13E-05,5.92E-05,0.190878378
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2015,1.10E-05,5.56E-05,0.197661871
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2020,1.22E-05,5.77E-05,0.211091854
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2025,1.20E-05,5.61E-05,0.214081996
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2030,1.25E-05,5.61E-05,0.223172906
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2035,1.41E-05,5.92E-05,0.237668919
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2040,1.69E-05,6.64E-05,0.25496988
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2045,2.09E-05,7.41E-05,0.282321188
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Syr_Darya,X2050,1.88E-05,6.68E-05,0.280988024
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2010,0.1316353,0.5730514,0.229709412
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2015,0.1927844,0.6950001,0.277387586
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2020,0.2439018,0.784836,0.310767855
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2025,0.2716501,0.823647,0.329813743
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2030,0.2952895,0.844301,0.349744345
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2035,0.336753,0.902427,0.373163702
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2040,0.395684,0.996746,0.396975759
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2045,0.4324103,1.028768,0.420318575
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Tarim_Interior,X2050,0.4527822,1.0208,0.44355623
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2010,1.856566,8.001574,0.232025099
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2015,1.85793,7.671182,0.242196053
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2020,1.894292,7.462733,0.253833549
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2025,1.920102,7.266313,0.264247081
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2030,1.979139,7.11406,0.278201055
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2035,2.046096,7.000981,0.292258471
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2040,2.141174,7.038999,0.304187286
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2045,2.127589,6.747144,0.315331791
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Xun_Jiang,X2050,2.06919,6.320034,0.32740172
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2010,19.05221,60.5116,0.314852194
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2015,20.12198,60.12516,0.334668215
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2020,20.16505,58.09371,0.34711245
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2025,21.51606,58.47213,0.367971203
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2030,23.52281,59.41771,0.395888869
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2035,25.26158,60.27151,0.419129702
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2040,27.796,62.88742,0.441996189
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2045,30.40666,64.05511,0.474695305
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Yangtze,X2050,32.58234,63.79649,0.510723082
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2010,4.394869,12.48294,0.352070025
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2015,4.638637,12.33634,0.376014037
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2020,4.472333,11.62236,0.384804205
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2025,4.325254,11.04953,0.391442351
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2030,4.602414,11.06272,0.41602915
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2035,4.5341,10.68057,0.424518542
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2040,4.224785,10.12329,0.417333199
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2045,4.246386,9.77395,0.434459558
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,OilCrop,Ziya_He_Interior,X2050,4.2546,9.34301,0.455377871
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2010,1.900506,1.66285,1.142920889
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2015,1.84026,1.594909,1.153833855
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2020,1.855162,1.592255,1.16511614
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2025,1.811497,1.539902,1.176371613
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2030,1.716841,1.445642,1.187597621
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2035,1.693315,1.406476,1.203941624
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2040,1.720099,1.409211,1.220611392
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2045,1.710043,1.382715,1.236728465
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,,X2050,1.686357,1.345881,1.252976303
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2010,8.507866,11.13192,0.764276603
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2015,8.943103,11.26625,0.793795895
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2020,9.476215,11.6709,0.811952377
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2025,9.220325,11.29717,0.816162366
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2030,9.006911,10.78244,0.835331428
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2035,9.040136,10.62677,0.850694614
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2040,9.347947,10.73921,0.870450154
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2045,9.420496,10.66938,0.8829469
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Amur,X2050,9.378777,10.48664,0.894354817
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2010,4.223584,4.99868,0.844939864
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2015,4.158143,4.85311,0.85679966
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2020,4.220472,4.882615,0.864387628
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2025,4.176632,4.751857,0.878947325
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2030,4.033314,4.51971,0.892383361
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2035,3.941117,4.366257,0.90263056
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2040,4.011844,4.358664,0.920429746
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2045,4.07326,4.34508,0.937441888
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Bo_Hai_Korean_Bay_North_Coast,X2050,4.097029,4.280001,0.957249543
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2010,39.550099,31.1382,1.270147247
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2015,39.722531,30.90868,1.285157794
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2020,40.535912,31.16803,1.300560606
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2025,40.660665,30.77672,1.321150045
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2030,40.323204,29.74272,1.355733571
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2035,40.835918,29.52931,1.382894419
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2040,41.863506,29.89928,1.400150974
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2045,43.07236,29.92356,1.439412958
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,China_Coast,X2050,42.83154,29.2847,1.462591046
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2010,0.0032245,0.0073254,0.440180741
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2015,0.003383336,0.00741509,0.456277132
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2020,0.003740303,0.008017313,0.46652825
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2025,0.003695203,0.007974295,0.463389303
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2030,0.003911272,0.00817856,0.478234799
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2035,0.004605804,0.00913886,0.503980146
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2040,0.004942452,0.0097183,0.508571664
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2045,0.004642052,0.00937821,0.494982731
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ganges_Bramaputra,X2050,0.004762453,0.00953083,0.499689219
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2010,0.1004288,0.1094598,0.917494825
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2015,0.1009989,0.1081723,0.933685426
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2020,0.1073991,0.1138859,0.943041237
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2025,0.1111579,0.1164528,0.954531793
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2030,0.111745,0.1152098,0.969926169
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2035,0.120534,0.1214204,0.992699744
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2040,0.1316084,0.1301039,1.011563835
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2045,0.1380752,0.1342984,1.02812245
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Gobi_Interior,X2050,0.145709,0.13865,1.050912369
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2010,1.412454,1.978452,0.713918761
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2015,1.430027,1.959198,0.729904277
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2020,1.467419,1.984463,0.739453948
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2025,1.46435,1.960929,0.746763396
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2030,1.461468,1.915851,0.762829677
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2035,1.487595,1.912379,0.777876666
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2040,1.533885,1.940255,0.790558458
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2045,1.562413,1.945784,0.802973506
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hainan,X2050,1.571027,1.931486,0.813377369
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2010,1.0948229,1.86921882,0.585711468
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2015,1.12702067,1.86946049,0.60285878
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2020,1.11774423,1.86151686,0.600448083
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2025,1.10143881,1.82400744,0.603856534
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2030,1.23870549,1.90031717,0.651841445
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2035,1.32663528,1.95686468,0.677939202
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2040,1.56471259,2.15669763,0.725513196
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2045,1.70610957,2.24543233,0.759813399
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Hong_(Red_River),X2050,1.67715778,2.19747202,0.763221449
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2010,1.053664,1.443574,0.729899541
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2015,1.064259,1.428423,0.745058712
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2020,1.098594,1.457629,0.753685609
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2025,1.122182,1.471825,0.762442546
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2030,1.084047,1.40137,0.7735623
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2035,1.107211,1.413869,0.783107204
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2040,1.21179,1.512744,0.801054243
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2045,1.253252,1.530427,0.818890414
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Huang_He,X2050,1.29617,1.551586,0.835383923
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2010,0.0001782,0.000136,1.310294118
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2015,0.0001654,0.0001275,1.297254902
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2020,0.0001923,0.0001434,1.341004184
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2025,0.0002062,0.0001515,1.361056106
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2030,0.0001919,0.0001441,1.331714087
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2035,0.0001924,0.0001476,1.303523035
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2040,0.0001718,0.0001412,1.216713881
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2045,0.0001779,0.0001461,1.217659138
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Indus,X2050,0.0001595,0.0001375,1.16
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2010,0.412764,0.435542,0.947701944
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2015,0.453611,0.450569,1.006751463
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2020,0.483457,0.46677,1.035749941
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2025,0.469825,0.450726,1.042373859
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2030,0.464867,0.434233,1.070547379
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2035,0.467788,0.428409,1.091919171
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2040,0.497704,0.442734,1.124160331
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2045,0.491595,0.432834,1.135758744
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Irrawaddy,X2050,0.48186,0.419704,1.148094848
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2010,0.0255837,0.0420184,0.608868972
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2015,0.0273425,0.0431697,0.633372481
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2020,0.0302451,0.0463435,0.65262874
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2025,0.0327211,0.0484717,0.675055754
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2030,0.0365374,0.0508233,0.718910421
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2035,0.0408489,0.0543214,0.751985405
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2040,0.0427556,0.056078,0.7624309
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2045,0.0434597,0.0562572,0.772518007
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Lake_Balkash,X2050,0.0443342,0.0566443,0.782677163
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2010,1.034667,2.076508,0.498272581
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2015,0.948434,1.927449,0.492066976
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2020,0.8381901,1.790066,0.468245361
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2025,1.230041,2.240895,0.548906129
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2030,1.423825,2.391705,0.595317984
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2035,1.56454,2.510808,0.623122118
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2040,1.52012,2.470049,0.61542099
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2045,1.535551,2.462546,0.623562362
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Mekong,X2050,1.535615,2.430675,0.631764839
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ob,X2010,0.001,0.0028516,0.35068032
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ob,X2015,0.001014,0.00283471,0.357708549
"SSP2_CI_AgWat,date=2018-29-11T16:02:06-05:00",China,Rice,Ob,X2020,0.001088,0.00299972,0.362700519
